Card,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Larvesta 2025 Scarlet & Violet: Journey Together #028/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.80","$1.80 (10/13/2025)","$1.80","$1.80","$1.80","0.00","1","$1.80"
"Larvesta 2025 Scarlet & Violet: Journey Together #028/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.59","$1.59 (10/03/2025)","$1.59","$1.59","$1.59","-50.00","1","$1.59"
"Escavalier 2025 Scarlet & Violet: Journey Together #102/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.69","$1.69 (10/06/2025)","$1.69","$1.69","$1.69","-66.67","1","$1.69"
"Nymble 2025 Scarlet & Violet: Journey Together #019/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.30","$1.30 (10/12/2025)","$1.30","$1.30","$1.30","0.00","1","$1.30"
"Lokix 2025 Scarlet & Violet: Journey Together #100/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.50","$1.50 (10/02/2025)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Maractus 2025 Scarlet & Violet: Journey Together #008/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.35","$1.35 (09/30/2025)","$1.35","$1.35","$1.35","-50.00","1","$1.35"
"Pancham 2025 Scarlet & Violet: Journey Together #083/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.25","$1.25 (10/19/2025)","$1.25","$1.25","$1.25","-33.33","2","$2.50"
"Pangoro 2025 Scarlet & Violet: Journey Together #099/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.75","$1.75 (10/22/2025)","$1.75","$1.75","$1.75","-66.67","1","$1.75"
"Komala 2025 Scarlet & Violet: Journey Together #129/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.35","$1.35 (10/04/2025)","$1.35","$1.35","$1.35","-50.00","1","$1.35"
"Alolan Graveler 2025 Scarlet & Violet: Journey Together #045/159 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (09/27/2025)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Alolan Golem 2025 Scarlet & Violet: Journey Together #046/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.77","$1.77 (10/16/2025)","$1.77","$1.77","$1.77","0.00","1","$1.77"
"Dhelmise 2025 Scarlet & Violet: Journey Together #070/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$2.01","$2.01 (10/06/2025)","$2.01","$2.01","$2.01","-66.67","1","$2.01"
"Alolan Marowak 2025 Scarlet & Violet: Journey Together #057/159 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (09/27/2025)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Black Belt's Training 2025 Scarlet & Violet: Journey Together #145/159 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (10/14/2025)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"N's Darumaka 2025 Scarlet & Violet: Journey Together #026/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.38","$1.38 (10/22/2025)","$1.38","$1.38","$1.38","0.00","2","$2.76"
"N's Darmanitan 2025 Scarlet & Violet: Journey Together #027/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.49","$1.49 (09/29/2025)","$1.49","$1.49","$1.49","0.00","3","$4.47"
"Iono's Electrode 2025 Scarlet & Violet: Journey Together #048/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.38","$1.38 (10/22/2025)","$1.38","$1.38","$1.38","-50.00","1","$1.38"
"N's Joltik 2025 Scarlet & Violet: Journey Together #049/159 Base Raw TCG (Near Mint)","0.00","$0.00","$2.21","$2.21 (10/21/2025)","$2.21","$1.74","$2.67","0.00","2","$4.41"
"Iono's Tadbulb 2025 Scarlet & Violet: Journey Together #052/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.81","$1.81 (10/06/2025)","$1.81","$1.81","$1.81","-50.00","1","$1.81"
"Iono's Wattrel 2025 Scarlet & Violet: Journey Together #054/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.35","$1.35 (10/04/2025)","$1.35","$1.35","$1.35","0.00","1","$1.35"
"Hop's Silicobra 2025 Scarlet & Violet: Journey Together #086/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.49","$1.49 (10/06/2025)","$1.49","$1.49","$1.49","0.00","1","$1.49"
"N's Klang 2025 Scarlet & Violet: Journey Together #104/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.49","$1.49 (09/25/2025)","$1.49","$1.49","$1.49","0.00","1","$1.49"
"Hop's Corviknight 2025 Scarlet & Violet: Journey Together #108/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.42","$1.42 (10/04/2025)","$1.42","$1.42","$1.42","0.00","1","$1.42"
"Hop's Rookidee 2025 Scarlet & Violet: Journey Together #133/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.80","$1.80 (10/23/2025)","$1.80","$1.80","$1.80","0.00","1","$1.80"
"Hop's Rookidee 2025 Scarlet & Violet: Journey Together #133/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.25","$1.25 (09/28/2025)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Hop's Corvisquire 2025 Scarlet & Violet: Journey Together #134/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.41","$1.41 (10/16/2025)","$1.41","$1.41","$1.41","0.00","1","$1.41"
"Hop's Wooloo 2025 Scarlet & Violet: Journey Together #135/159 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (10/14/2025)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Hop's Wooloo 2025 Scarlet & Violet: Journey Together #135/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.07","$1.07 (10/20/2025)","$1.07","$1.07","$1.07","-66.67","1","$1.07"
"Lillie's Pearl 2025 Scarlet & Violet: Journey Together #151/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.18","$1.18 (10/12/2025)","$1.18","$1.18","$1.18","-87.50","1","$1.18"
"N's Castle 2025 Scarlet & Violet: Journey Together #152/159 Reverse Holo Raw TCG (Near Mint)","0.00","$0.00","$1.72","$1.72 (10/04/2025)","$1.72","$1.72","$1.72","-66.67","1","$1.72"
"Ruffian 2025 Scarlet & Violet: Journey Together #157/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.43","$1.43 (10/14/2025)","$1.43","$1.43","$1.43","0.00","1","$1.43"
"Spiky Energy 2025 Scarlet & Violet: Journey Together #159/159 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (09/25/2025)","$0.99","$0.99","$0.99","-50.00","1","$0.99"
"Billy and O'Nare 2025 Scarlet & Violet: Journey Together #142/159 Base Raw TCG (Near Mint)","0.00","$0.00","$1.59","$1.59 (10/13/2025)","$1.59","$1.59","$1.59","0.00","1","$1.59"
"Ludicolo 2025 Japanese Scarlet & Violet: Battle Partners #023/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.50","$1.50 (09/28/2025)","$1.50","$1.50","$1.50","0.00","1","$1.50"
"Mr. Mime 2025 Japanese Scarlet & Violet: Battle Partners #034/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.80","$1.80 (10/08/2025)","$1.80","$1.80","$1.80","0.00","1","$1.80"
"Furret 2025 Japanese Scarlet & Violet: Battle Partners #077/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.77","$1.77 (10/05/2025)","$1.77","$1.77","$1.77","0.00","1","$1.77"
"Wailord 2025 Japanese Scarlet & Violet: Battle Partners #025/100 Holo Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (09/26/2025)","$0.99","$0.99","$0.99","0.00","2","$1.98"
"Dunsparce 2025 Japanese Scarlet & Violet: Battle Partners #078/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.00","$1.00 (10/16/2025)","$1.00","$1.00","$1.00","0.00","1","$1.00"
"Volcanion ex 2025 Japanese Scarlet & Violet: Battle Partners #124/100 Special Art Rare Raw TCG (Near Mint)","0.00","$0.00","$12.00","$12.00 (10/22/2025)","$12.62","$12.00","$13.50","-20.00","8","$100.97"
"Noibat 2025 Japanese Scarlet & Violet: Battle Partners #080/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.27","$1.27 (10/21/2025)","$1.27","$1.27","$1.27","0.00","1","$1.27"
"Magearna 2025 Japanese Scarlet & Violet: Battle Partners #067/100 Holo Raw TCG (Near Mint)","0.00","$0.00","$1.60","$1.60 (10/17/2025)","$1.60","$1.60","$1.60","0.00","1","$1.60"
"N's Joltik 2025 Japanese Scarlet & Violet: Battle Partners #028/100 Base Raw TCG (Near Mint)","0.00","$0.00","$1.30","$1.30 (09/27/2025)","$1.30","$1.30","$1.30","0.00","1","$1.30"
"Hop's Zacian ex 2025 Japanese Scarlet & Violet: Battle Partners #069/100 Double Rare Raw TCG (Near Mint)","0.00","$0.00","$1.25","$1.25 (10/24/2025)","$1.25","$1.25","$1.25","0.00","1","$1.25"
"Iris's Fighting Spirit 2025 Japanese Scarlet & Violet: Battle Partners #094/100 Base Raw TCG (Near Mint)","0.00","$0.00","$0.99","$0.99 (10/19/2025)","$0.99","$0.99","$0.99","0.00","1","$0.99"
"Brock's Scouting 2025 Japanese Scarlet & Violet: Battle Partners #123/100 Super Rare (Full Art) Raw TCG (Near Mint)","0.00","$0.00","$3.23","$3.23 (09/26/2025)","$3.23","$3.23","$3.23","-85.71","1","$3.23"
"Dudunsparce ex 2025 Japanese Scarlet & Violet: Battle Partners #079/100 Double Rare Raw TCG (Near Mint)","0.00","$0.00","$1.95","$1.95 (10/24/2025)","$1.95","$1.95","$1.95","0.00","1","$1.95"
"Stunfisk 2025 Japanese Scarlet & Violet: White Flare #115/086 Art Rare Raw TCG (Near Mint)","-0.11","-$0.00","$4.48","$4.48 (10/16/2025)","$4.48","$3.00","$5.14","37.50","11","$49.26"
"Shaymin 2025 Scarlet & Violet: Prismatic Evolutions #087/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.17","-$0.01","$6.00","$5.99 (10/23/2025)","$7.24","$5.99","$9.98","-20.00","8","$57.92"
"Team Rocket's Murkrow 2025 Japanese Scarlet & Violet: Glory of Team Rocket #106/098 Art Rare Raw TCG (Near Mint)","-0.17","-$0.01","$5.82","$5.81 (10/24/2025)","$5.23","$0.99","$8.00","-25.40","47","$245.86"
"Sawk 2025 Scarlet & Violet: White Flare #049/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.20","-$0.01","$5.00","$4.99 (10/23/2025)","$4.69","$2.99","$5.00","0.00","7","$32.86"
"Noibat 2025 Scarlet & Violet: Prismatic Evolutions #090/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.20","-$0.00","$2.50","$2.50 (10/20/2025)","$4.10","$0.99","$9.81","-18.75","13","$53.33"
"Maractus 2025 Japanese Scarlet & Violet: Black Bolt #093/086 Art Rare Raw TCG (Near Mint)","-0.20","-$0.01","$4.99","$4.98 (10/24/2025)","$4.64","$2.50","$6.98","-50.00","16","$74.18"
"Cynthia's Roserade 2025 Scarlet & Violet: Destined Rivals #184/182 Illustration Rare Raw TCG (Near Mint)","-0.22","-$0.04","$17.49","$17.46 (10/23/2025)","$18.27","$8.50","$29.95","-53.72","87","$1589.79"
"Victini 2025 Scarlet & Violet: White Flare #172/086 Black White Rare (Secret) Raw TCG (Near Mint)","-0.23","-$1.00","$430.99","$429.99 (10/20/2025)","$445.62","$373.42","$528.88","-82.89","13","$5793.07"
"Scream Tail 2025 Scarlet & Violet: Prismatic Evolutions #042/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.30","-$0.03","$8.22","$8.20 (10/24/2025)","$8.38","$6.49","$13.09","40.00","7","$58.67"
"Great Tusk 2025 Scarlet & Violet: Prismatic Evolutions #055/131 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.42","-$0.03","$7.17","$7.14 (10/24/2025)","$7.56","$5.25","$10.68","0.00","13","$98.33"
"Tynamo 2025 Japanese Scarlet & Violet: Black Bolt #117/086 Art Rare Raw TCG (Near Mint)","-0.46","-$0.04","$9.79","$9.75 (10/20/2025)","$9.01","$6.00","$11.44","30.43","30","$270.35"
"Torkoal 2025 Scarlet & Violet: Journey Together #025/159 Reverse Holo Raw TCG (Near Mint)","-0.50","-$0.01","$2.02","$2.01 (10/06/2025)","$2.01","$2.01","$2.02","-50.00","2","$4.03"
"Buddy-Buddy Poffin 2025 Japanese Mega Symphonia #81/63 Super Rare (Full Art) Raw TCG (Near Mint)","-0.50","-$0.01","$2.00","$1.99 (10/23/2025)","$2.09","$0.99","$3.86","-45.00","11","$23.02"
"Drizzile 2025 Mega Evolution #040/132 Reverse Holo Raw TCG (Near Mint)","-0.50","-$0.01","$1.99","$1.98 (10/21/2025)","$1.62","$0.99","$1.99","1000.00","11","$17.83"
"Iron Boulder 2025 Scarlet & Violet: Prismatic Evolutions #046/131 Reverse Holo Raw TCG (Near Mint)","-0.50","-$0.01","$1.99","$1.98 (10/14/2025)","$1.98","$1.98","$1.99","0.00","2","$3.97"
"Zorua 2025 Scarlet & Violet: White Flare #061/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.51","-$0.05","$9.78","$9.73 (10/23/2025)","$4.49","$0.99","$9.78","-26.67","11","$49.37"
"Octillery 2025 Scarlet & Violet: Journey Together #034/159 Base Raw TCG (Near Mint)","-0.55","-$0.01","$1.82","$1.81 (10/06/2025)","$1.81","$1.81","$1.82","100.00","2","$3.63"
"Suicune 2025 Japanese Mega: Inferno X #26/80 Holo Raw TCG (Near Mint)","-0.56","-$0.01","$1.80","$1.79 (10/23/2025)","$1.94","$1.69","$2.63","0.00","10","$19.45"
"Cubchoo 2025 Scarlet & Violet: Black Bolt #025/086 Master Ball Reverse Holo Raw TCG (Near Mint)","-0.56","-$0.02","$3.59","$3.57 (10/20/2025)","$4.65","$2.50","$12.80","-20.00","8","$37.21"
"Houndstone 2025 Mega Evolution #145/132 Illustration Rare Raw TCG (Near Mint)","-0.56","-$0.04","$7.44","$7.39 (10/24/2025)","$6.81","$1.25","$13.99","1433.33","138","$940.41"
"Tympole 2025 Japanese Scarlet & Violet: Black Bolt #107/086 Art Rare Raw TCG (Near Mint)","-0.60","-$0.05","$8.36","$8.31 (10/24/2025)","$5.91","$4.00","$8.36","0.00","17","$100.52"
"Kyogre 2025 Japanese Mega Symphonia #16/63 Holo Raw TCG (Near Mint)","-0.66","-$0.01","$1.51","$1.50 (10/22/2025)","$1.50","$1.50","$1.51","-60.00","2","$3.01"
"Yamask 2025 Scarlet & Violet: White Flare #039/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-0.67","-$0.01","$1.50","$1.49 (10/20/2025)","$1.99","$1.45","$3.49","20.00","6","$11.91"
"Yveltal 2025 Mega Evolution #088/132 Reverse Holo Raw TCG (Near Mint)","-0.67","-$0.02","$2.99","$2.97 (10/20/2025)","$2.32","$1.00","$4.00","0.00","16","$37.06"
"Team Rocket's Nidoran 2025 Scarlet & Violet: Destined Rivals #117/182 Reverse Holo Raw TCG (Near Mint)","-0.77","-$0.02","$2.61","$2.59 (10/24/2025)","$2.63","$1.27","$3.03","-30.77","9","$23.65"
"Mega Kangaskhan ex 2025 Mega Evolution #182/132 Special Illustration Rare Raw TCG (Near Mint)","-0.83","-$1.00","$120.75","$119.75 (10/24/2025)","$116.31","$75.00","$168.00","464.00","141","$16399.19"
"Furret 2025 Japanese Scarlet & Violet: Battle Partners #110/100 Art Rare Raw TCG (Near Mint)","-0.83","-$0.04","$4.29","$4.26 (10/24/2025)","$5.07","$1.50","$61.97","61.40","92","$466.89"
"Pyroar 2025 Scarlet & Violet: Prismatic Evolutions #016/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-0.84","-$0.03","$3.59","$3.56 (10/24/2025)","$2.65","$1.48","$3.59","500.00","6","$15.91"
"Stoutland 2025 Japanese Scarlet & Violet: White Flare #155/086 Art Rare Raw TCG (Near Mint)","-0.94","-$0.06","$6.39","$6.33 (10/23/2025)","$5.65","$4.99","$6.39","-67.65","11","$62.20"
"Throh 2025 Scarlet & Violet: Black Bolt #128/086 Illustration Rare Raw TCG (Near Mint)","-1.00","-$0.06","$6.00","$5.94 (10/22/2025)","$5.91","$2.00","$11.06","-6.06","31","$183.17"
"Zoroark 2025 Scarlet & Violet: White Flare #062/086 Holo Raw TCG (Near Mint)","-1.01","-$0.02","$1.99","$1.97 (10/20/2025)","$1.86","$0.87","$4.00","0.00","11","$20.47"
"Steven's Metang 2025 Scarlet & Violet: Destined Rivals #144/182 Base Raw TCG (Near Mint)","-1.12","-$0.02","$1.79","$1.77 (10/20/2025)","$1.78","$1.77","$1.79","-33.33","2","$3.56"
"Musharna 2025 Japanese Scarlet & Violet: Black Bolt #122/086 Art Rare Raw TCG (Near Mint)","-1.20","-$0.06","$4.99","$4.93 (10/21/2025)","$5.17","$3.50","$8.20","-17.65","14","$72.39"
"Roggenrola 2025 Japanese Scarlet & Violet: White Flare #125/086 Art Rare Raw TCG (Near Mint)","-1.24","-$0.07","$5.24","$5.17 (10/23/2025)","$5.45","$5.00","$6.45","0.00","12","$65.36"
"Snorlax ex 2025 Scarlet & Violet: Prismatic Evolutions #076/131 Double Rare Raw TCG (Near Mint)","-1.32","-$0.04","$3.04","$3.00 (10/24/2025)","$2.98","$0.99","$8.04","18.52","96","$285.95"
"Mega Venusaur ex 2025 Mega Evolution #177/132 Special Illustration Rare Raw TCG (Near Mint)","-1.53","-$3.20","$209.20","$206.00 (10/24/2025)","$223.17","$120.91","$335.00","555.00","262","$58469.93"
"Basculin 2025 Japanese Scarlet & Violet: White Flare #105/086 Art Rare Raw TCG (Near Mint)","-1.58","-$0.08","$5.07","$4.99 (10/21/2025)","$5.86","$3.25","$6.71","180.00","14","$81.98"
"Mienfoo 2025 Scarlet & Violet: White Flare #052/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-1.74","-$0.03","$1.72","$1.69 (10/02/2025)","$1.71","$1.69","$1.72","-33.33","2","$3.41"
"Rotom 2025 Japanese Scarlet & Violet: Heat Wave Arena #074/063 Art Rare Raw TCG (Near Mint)","-1.81","-$0.07","$3.86","$3.79 (10/24/2025)","$3.65","$0.99","$5.53","88.00","47","$171.33"
"Dondozo ex 2025 Japanese Scarlet & Violet: Heat Wave Arena #032/063 Double Rare Raw TCG (Near Mint)","-1.82","-$0.03","$1.65","$1.62 (10/17/2025)","$1.62","$1.60","$1.65","0.00","3","$4.87"
"Volcarona 2025 Scarlet & Violet: Black Bolt #100/086 Illustration Rare Raw TCG (Near Mint)","-1.88","-$0.47","$24.97","$24.50 (10/24/2025)","$28.56","$20.00","$39.99","-38.89","22","$628.37"
"Serperior ex 2025 Japanese Scarlet & Violet: Black Bolt #159/086 Super Rare (Full Art) Raw TCG (Near Mint)","-1.97","-$0.09","$4.58","$4.49 (10/16/2025)","$4.02","$3.00","$4.58","-72.73","3","$12.07"
"Energy Retrieval 2025 Scarlet & Violet: White Flare #082/086 Reverse Holo Raw TCG (Near Mint)","-1.98","-$0.02","$1.01","$0.99 (10/19/2025)","$1.33","$0.99","$1.99","-40.00","3","$3.99"
"Team Rocket's Persian ex 2025 Scarlet & Violet: Destined Rivals #219/182 Ultra Rare (Full Art) Raw TCG (Near Mint)","-2.02","-$0.17","$8.16","$7.99 (10/24/2025)","$7.95","$0.99","$14.63","-36.67","57","$453.43"
"Frosmoth 2025 Mega Evolution #043/132 Reverse Holo Raw TCG (Near Mint)","-2.04","-$0.03","$1.47","$1.44 (10/15/2025)","$1.44","$0.99","$1.95","0.00","8","$11.53"
"Gimmighoul 2025 Mega Evolution #067/132 Reverse Holo Raw TCG (Near Mint)","-2.12","-$0.04","$1.89","$1.85 (10/21/2025)","$1.58","$0.99","$1.89","0.00","3","$4.73"
"Team Rocket's Ariana 2025 Japanese Scarlet & Violet: Glory of Team Rocket #128/098 Special Art Rare Raw TCG (Near Mint)","-2.17","-$0.52","$23.99","$23.47 (10/24/2025)","$22.71","$6.50","$26.48","-38.89","11","$249.82"
"Keldeo ex 2025 Scarlet & Violet: White Flare #030/086 Double Rare Raw TCG (Near Mint)","-2.23","-$0.04","$1.79","$1.75 (10/25/2025)","$1.65","$0.99","$2.93","-21.62","29","$47.93"
"Volcarona 2025 Scarlet & Violet: Black Bolt #016/086 Poke Ball Reverse Holo Raw TCG (Near Mint)","-2.23","-$0.04","$1.79","$1.75 (10/19/2025)","$2.48","$1.50","$7.11","100.00","8","$19.83"
"Serperior ex 2025 Scarlet & Violet: Black Bolt #156/086 Ultra Rare (Full Art) Raw TCG (Near Mint)","-2.24","-$0.08","$3.50","$3.42 (10/24/2025)","$2.95","$1.07","$6.70","12.73","62","$182.61"
"N's Zoroark ex 2025 Scarlet & Violet: Journey Together #189/159 Hyper Rare (Secret) Raw TCG (Near Mint)","-2.26","-$0.47","$20.79","$20.32 (10/24/2025)","$17.15","$9.00","$28.52","-47.06","45","$771.74"
"Sewaddle 2025 Scarlet & Violet: White Flare #087/086 Illustration Rare Raw TCG (Near Mint)","-2.27","-$0.26","$11.25","$10.99 (10/24/2025)","$9.53","$0.99","$13.50","-23.08","30","$286.03"
"Alcremie ex 2025 Scarlet & Violet: Journey Together #075/159 Double Rare Raw TCG (Near Mint)","-2.30","-$0.06","$2.71","$2.65 (10/24/2025)","$2.17","$0.99","$4.41","2.78","37","$80.21"
"Shroodle 2025 Japanese Mega Brave #72/63 Art Rare Raw TCG (Near Mint)","-2.30","-$0.09","$4.13","$4.03 (10/24/2025)","$3.48","$1.00","$6.50","6.06","70","$243.93"
"Vaporeon 2025 Scarlet & Violet: Prismatic Evolutions #022/131 Poke Ball Reverse Holo Raw TCG (Near Mint)","-2.37","-$0.09","$3.79","$3.70 (10/23/2025)","$3.05","$0.99","$5.92","11.54","29","$88.34"
"Vaporeon ex 2025 Scarlet & Violet: Prismatic Evolutions #149/131 Special Illustration Rare Raw TCG (Near Mint)","-2.42","-$5.33","$219.99","$214.66 (10/24/2025)","$206.60","$166.00","$300.00","23.08","32","$6611.22"
"Wally's Compassion 2025 Mega Evolution #132/132 Reverse Holo Raw TCG (Near Mint)","-2.45","-$0.05","$2.04","$1.99 (10/23/2025)","$1.89","$0.99","$2.99","433.33","16","$30.17"
"Lillie's Clefairy ex 2025 Scarlet & Violet: Journey Together #173/159 Ultra Rare (Full Art) Raw TCG (Near Mint)","-2.45","-$0.18","$7.34","$7.16 (10/24/2025)","$8.33","$2.25","$19.41","-45.03","94","$782.72"
"Espeon ex 2025 Scarlet & Violet: Prismatic Evolutions #155/131 Special Illustration Rare Raw TCG (Near Mint)","-2.47","-$5.07","$205.47","$200.40 (10/24/2025)","$223.91","$159.04","$325.55","41.03","55","$12314.78"
"Mega Lopunny ex 2025 Japanese Mega: Inferno X #114/80 Special Art Rare Raw TCG (Near Mint)","-2.54","-$0.68","$26.65","$25.97 (10/24/2025)","$26.49","$14.92","$41.98","0.00","50","$1324.49"
"Cynthia's Power Weight 2025 Scarlet & Violet: Destined Rivals #162/182 Reverse Holo Raw TCG (Near Mint)","-2.68","-$0.04","$1.49","$1.45 (10/24/2025)","$1.78","$1.25","$2.65","50.00","9","$16.06"
"Throh 2025 Japanese Scarlet & Violet: Black Bolt #134/086 Art Rare Raw TCG (Near Mint)","-2.70","-$0.14","$5.07","$4.93 (10/24/2025)","$5.01","$3.58","$6.03","133.33","14","$70.09"
"Team Rocket's Spidops 2025 Scarlet & Violet: Destined Rivals #020/182 Reverse Holo Raw TCG (Near Mint)","-2.72","-$0.04","$1.47","$1.43 (10/22/2025)","$1.79","$1.25","$2.64","-27.27","8","$14.34"
"Dudunsparce 2025 Scarlet & Violet: Prismatic Evolutions #080/131 Reverse Holo Raw TCG (Near Mint)","-2.74","-$0.04","$1.46","$1.42 (10/19/2025)","$1.46","$0.99","$1.79","200.00","6","$8.79"
"Redeemable Ticket 2025 Scarlet & Violet: Journey Together #156/159 Base Raw TCG (Near Mint)","-2.78","-$0.04","$1.44","$1.40 (10/18/2025)","$1.59","$1.26","$2.03","50.00","6","$9.57"
"Iron Hands ex 2025 Scarlet & Violet: Prismatic Evolutions #154/131 Special Illustration Rare Raw TCG (Near Mint)","-2.90","-$1.06","$36.56","$35.50 (10/24/2025)","$38.75","$18.09","$57.39","63.64","18","$697.48"
"Drakloak 2025 Scarlet & Violet: Prismatic Evolutions #072/131 Reverse Holo Raw TCG (Near Mint)","-3.00","-$0.08","$2.67","$2.59 (10/23/2025)","$2.14","$1.29","$2.67","400.00","5","$10.70"
"Mega Lucario ex 2025 Japanese Mega Brave #92/63 Mega Ultra Rare (Secret) Raw TCG (Near Mint)","-3.05","-$12.89","$422.74","$409.85 (10/23/2025)","$399.56","$351.00","$424.65","-53.85","6","$2397.37"
"Larvitar 2025 Scarlet & Violet: Journey Together #080/159 Reverse Holo Raw TCG (Near Mint)","-3.10","-$0.04","$1.29","$1.25 (10/23/2025)","$1.49","$1.05","$2.02","200.00","6","$8.91"
"Shedinja 2025 Japanese Mega Symphonia #72/63 Art Rare Raw TCG (Near Mint)","-3.14","-$0.12","$3.70","$3.58 (10/24/2025)","$4.11","$1.91","$21.50","-14.15","91","$373.58"
"Team Rocket's Grimer 2025 Scarlet & Violet: Destined Rivals #123/182 Reverse Holo Raw TCG (Near Mint)","-3.14","-$0.05","$1.59","$1.54 (10/19/2025)","$1.50","$1.35","$1.59","66.67","5","$7.51"
